"act","time_range","stage","day","start_time","end_time","date","act_name_short","act_order","index","time_position","datetime"
"THE JESUS AND MARY CHAIN","21:00 - 22:00","JOHN PEEL STAGE","FRIDAY","21:00","22:00",2022-07-01,"THE JESUS AND MARY C",8,77,"end_datetime",2022-07-01 22:00:00
"PRIMAL SCREAM","22:30 - 23:45","JOHN PEEL STAGE","FRIDAY","22:30","23:45",2022-07-01,"PRIMAL SCREAM",9,78,"start_datetime",2022-07-01 22:30:00
"PRIMAL SCREAM","22:30 - 23:45","JOHN PEEL STAGE","FRIDAY","22:30","23:45",2022-07-01,"PRIMAL SCREAM",9,78,"end_datetime",2022-07-01 23:45:00
"GO_A","11:30 - 12:15","JOHN PEEL STAGE","SATURDAY","11:30","12:15",2022-07-02,"GO_A",1,79,"start_datetime",2022-07-02 11:30:00
"GO_A","11:30 - 12:15","JOHN PEEL STAGE","SATURDAY","11:30","12:15",2022-07-02,"GO_A",1,79,"end_datetime",2022-07-02 12:15:00
"ENNY","12:45 - 13:30","JOHN PEEL STAGE","SATURDAY","12:45","13:30",2022-07-02,"ENNY",2,80,"start_datetime",2022-07-02 12:45:00
"ENNY","12:45 - 13:30","JOHN PEEL STAGE","SATURDAY","12:45","13:30",2022-07-02,"ENNY",2,80,"end_datetime",2022-07-02 13:30:00
"HOLLY HUMBERSTONE","14:00 - 14:45","JOHN PEEL STAGE","SATURDAY","14:00","14:45",2022-07-02,"HOLLY HUMBERSTONE",3,81,"start_datetime",2022-07-02 14:00:00
"HOLLY HUMBERSTONE","14:00 - 14:45","JOHN PEEL STAGE","SATURDAY","14:00","14:45",2022-07-02,"HOLLY HUMBERSTONE",3,81,"end_datetime",2022-07-02 14:45:00
"SELF ESTEEM","15:15 - 16:00","JOHN PEEL STAGE","SATURDAY","15:15","16:00",2022-07-02,"SELF ESTEEM",4,82,"start_datetime",2022-07-02 15:15:00
"SELF ESTEEM","15:15 - 16:00","JOHN PEEL STAGE","SATURDAY","15:15","16:00",2022-07-02,"SELF ESTEEM",4,82,"end_datetime",2022-07-02 16:00:00
"BEABADOOBEE","16:30 - 17:30","JOHN PEEL STAGE","SATURDAY","16:30","17:30",2022-07-02,"BEABADOOBEE",5,83,"start_datetime",2022-07-02 16:30:00
"BEABADOOBEE","16:30 - 17:30","JOHN PEEL STAGE","SATURDAY","16:30","17:30",2022-07-02,"BEABADOOBEE",5,83,"end_datetime",2022-07-02 17:30:00
"PA SALIEU","18:00 - 19:00","JOHN PEEL STAGE","SATURDAY","18:00","19:00",2022-07-02,"PA SALIEU",6,84,"start_datetime",2022-07-02 18:00:00
"PA SALIEU","18:00 - 19:00","JOHN PEEL STAGE","SATURDAY","18:00","19:00",2022-07-02,"PA SALIEU",6,84,"end_datetime",2022-07-02 19:00:00
"GHETTS","19:30 - 20:30","JOHN PEEL STAGE","SATURDAY","19:30","20:30",2022-07-02,"GHETTS",7,85,"start_datetime",2022-07-02 19:30:00
"GHETTS","19:30 - 20:30","JOHN PEEL STAGE","SATURDAY","19:30","20:30",2022-07-02,"GHETTS",7,85,"end_datetime",2022-07-02 20:30:00
"YUNGBLUD","21:00 - 22:00","JOHN PEEL STAGE","SATURDAY","21:00","22:00",2022-07-02,"YUNGBLUD",8,86,"start_datetime",2022-07-02 21:00:00
"YUNGBLUD","21:00 - 22:00","JOHN PEEL STAGE","SATURDAY","21:00","22:00",2022-07-02,"YUNGBLUD",8,86,"end_datetime",2022-07-02 22:00:00
"JAMIE T","22:30 - 23:45","JOHN PEEL STAGE","SATURDAY","22:30","23:45",2022-07-02,"JAMIE T",9,87,"start_datetime",2022-07-02 22:30:00
"JAMIE T","22:30 - 23:45","JOHN PEEL STAGE","SATURDAY","22:30","23:45",2022-07-02,"JAMIE T",9,87,"end_datetime",2022-07-02 23:45:00
"JUST MUSTARD","11:15 - 12:00","JOHN PEEL STAGE","SUNDAY","11:15","12:00",2022-07-03,"JUST MUSTARD",1,88,"start_datetime",2022-07-03 11:15:00
"JUST MUSTARD","11:15 - 12:00","JOHN PEEL STAGE","SUNDAY","11:15","12:00",2022-07-03,"JUST MUSTARD",1,88,"end_datetime",2022-07-03 12:00:00
"SPORTS TEAM","12:30 - 13:30","JOHN PEEL STAGE","SUNDAY","12:30","13:30",2022-07-03,"SPORTS TEAM",2,89,"start_datetime",2022-07-03 12:30:00
"SPORTS TEAM","12:30 - 13:30","JOHN PEEL STAGE","SUNDAY","12:30","13:30",2022-07-03,"SPORTS TEAM",2,89,"end_datetime",2022-07-03 13:30:00
"TBC","14:00 - 15:00","JOHN PEEL STAGE","SUNDAY","14:00","15:00",2022-07-03,"TBC",3,90,"start_datetime",2022-07-03 14:00:00
"TBC","14:00 - 15:00","JOHN PEEL STAGE","SUNDAY","14:00","15:00",2022-07-03,"TBC",3,90,"end_datetime",2022-07-03 15:00:00
"CLAIRO","15:30 - 16:30","JOHN PEEL STAGE","SUNDAY","15:30","16:30",2022-07-03,"CLAIRO",4,91,"start_datetime",2022-07-03 15:30:00
"CLAIRO","15:30 - 16:30","JOHN PEEL STAGE","SUNDAY","15:30","16:30",2022-07-03,"CLAIRO",4,91,"end_datetime",2022-07-03 16:30:00
"AMYL AND THE SNIFFERS","17:00 - 18:00","JOHN PEEL STAGE","SUNDAY","17:00","18:00",2022-07-03,"AMYL AND THE SNIFFER",5,92,"start_datetime",2022-07-03 17:00:00
"AMYL AND THE SNIFFERS","17:00 - 18:00","JOHN PEEL STAGE","SUNDAY","17:00","18:00",2022-07-03,"AMYL AND THE SNIFFER",5,92,"end_datetime",2022-07-03 18:00:00
"TURNSTILE","18:30 - 19:30","JOHN PEEL STAGE","SUNDAY","18:30","19:30",2022-07-03,"TURNSTILE",6,93,"start_datetime",2022-07-03 18:30:00
"TURNSTILE","18:30 - 19:30","JOHN PEEL STAGE","SUNDAY","18:30","19:30",2022-07-03,"TURNSTILE",6,93,"end_datetime",2022-07-03 19:30:00
"LITTLE DRAGON","20:00 - 21:00","JOHN PEEL STAGE","SUNDAY","20:00","21:00",2022-07-03,"LITTLE DRAGON",7,94,"start_datetime",2022-07-03 20:00:00
"LITTLE DRAGON","20:00 - 21:00","JOHN PEEL STAGE","SUNDAY","20:00","21:00",2022-07-03,"LITTLE DRAGON",7,94,"end_datetime",2022-07-03 21:00:00
"CHARLI XCX","21:30 - 22:45","JOHN PEEL STAGE","SUNDAY","21:30","22:45",2022-07-03,"CHARLI XCX",8,95,"start_datetime",2022-07-03 21:30:00
"CHARLI XCX","21:30 - 22:45","JOHN PEEL STAGE","SUNDAY","21:30","22:45",2022-07-03,"CHARLI XCX",8,95,"end_datetime",2022-07-03 22:45:00
"MATILDA MANN","11:30 - 12:10","THE PARK STAGE","FRIDAY","11:30","12:10",2022-07-01,"MATILDA MANN",1,96,"start_datetime",2022-07-01 11:30:00
"MATILDA MANN","11:30 - 12:10","THE PARK STAGE","FRIDAY","11:30","12:10",2022-07-01,"MATILDA MANN",1,96,"end_datetime",2022-07-01 12:10:00
"ORLANDO WEEKS","12:45 - 13:30","THE PARK STAGE","FRIDAY","12:45","13:30",2022-07-01,"ORLANDO WEEKS",2,97,"start_datetime",2022-07-01 12:45:00
"ORLANDO WEEKS","12:45 - 13:30","THE PARK STAGE","FRIDAY","12:45","13:30",2022-07-01,"ORLANDO WEEKS",2,97,"end_datetime",2022-07-01 13:30:00
"WET LEG","14:00 - 14:45","THE PARK STAGE","FRIDAY","14:00","14:45",2022-07-01,"WET LEG",3,98,"start_datetime",2022-07-01 14:00:00
"WET LEG","14:00 - 14:45","THE PARK STAGE","FRIDAY","14:00","14:45",2022-07-01,"WET LEG",3,98,"end_datetime",2022-07-01 14:45:00
"CONFIDENCE MAN","15:15 - 16:15","THE PARK STAGE","FRIDAY","15:15","16:15",2022-07-01,"CONFIDENCE MAN",4,99,"start_datetime",2022-07-01 15:15:00
"CONFIDENCE MAN","15:15 - 16:15","THE PARK STAGE","FRIDAY","15:15","16:15",2022-07-01,"CONFIDENCE MAN",4,99,"end_datetime",2022-07-01 16:15:00
"DRY CLEANING","16:45 - 17:45","THE PARK STAGE","FRIDAY","16:45","17:45",2022-07-01,"DRY CLEANING",5,100,"start_datetime",2022-07-01 16:45:00
"DRY CLEANING","16:45 - 17:45","THE PARK STAGE","FRIDAY","16:45","17:45",2022-07-01,"DRY CLEANING",5,100,"end_datetime",2022-07-01 17:45:00
"ARLO PARKS","18:15 - 19:15","THE PARK STAGE","FRIDAY","18:15","19:15",2022-07-01,"ARLO PARKS",6,101,"start_datetime",2022-07-01 18:15:00
"ARLO PARKS","18:15 - 19:15","THE PARK STAGE","FRIDAY","18:15","19:15",2022-07-01,"ARLO PARKS",6,101,"end_datetime",2022-07-01 19:15:00
"SAINT ETIENNE","19:45 - 20:45","THE PARK STAGE","FRIDAY","19:45","20:45",2022-07-01,"SAINT ETIENNE",7,102,"start_datetime",2022-07-01 19:45:00
"SAINT ETIENNE","19:45 - 20:45","THE PARK STAGE","FRIDAY","19:45","20:45",2022-07-01,"SAINT ETIENNE",7,102,"end_datetime",2022-07-01 20:45:00
"KHRUANGBIN","21:15 - 22:15","THE PARK STAGE","FRIDAY","21:15","22:15",2022-07-01,"KHRUANGBIN",8,103,"start_datetime",2022-07-01 21:15:00
"KHRUANGBIN","21:15 - 22:15","THE PARK STAGE","FRIDAY","21:15","22:15",2022-07-01,"KHRUANGBIN",8,103,"end_datetime",2022-07-01 22:15:00
"FOUR TET","23:00 - 00:15","THE PARK STAGE","FRIDAY","23:00","00:15",2022-07-01,"FOUR TET",9,104,"start_datetime",2022-07-01 23:00:00
"FOUR TET","23:00 - 00:15","THE PARK STAGE","FRIDAY","23:00","00:15",2022-07-01,"FOUR TET",9,104,"end_datetime",2022-07-02 00:15:00
"YASMIN WILLIAMS","11:30 - 12:10","THE PARK STAGE","SATURDAY","11:30","12:10",2022-07-02,"YASMIN WILLIAMS",1,105,"start_datetime",2022-07-02 11:30:00
"YASMIN WILLIAMS","11:30 - 12:10","THE PARK STAGE","SATURDAY","11:30","12:10",2022-07-02,"YASMIN WILLIAMS",1,105,"end_datetime",2022-07-02 12:10:00
"KATY J PEARSON","12:45 - 13:30","THE PARK STAGE","SATURDAY","12:45","13:30",2022-07-02,"KATY J PEARSON",2,106,"start_datetime",2022-07-02 12:45:00
"KATY J PEARSON","12:45 - 13:30","THE PARK STAGE","SATURDAY","12:45","13:30",2022-07-02,"KATY J PEARSON",2,106,"end_datetime",2022-07-02 13:30:00
"GABRIELS","14:00 - 14:45","THE PARK STAGE","SATURDAY","14:00","14:45",2022-07-02,"GABRIELS",3,107,"start_datetime",2022-07-02 14:00:00
"GABRIELS","14:00 - 14:45","THE PARK STAGE","SATURDAY","14:00","14:45",2022-07-02,"GABRIELS",3,107,"end_datetime",2022-07-02 14:45:00
"SAMPA THE GREAT","15:15 - 16:15","THE PARK STAGE","SATURDAY","15:15","16:15",2022-07-02,"SAMPA THE GREAT",4,108,"start_datetime",2022-07-02 15:15:00
"SAMPA THE GREAT","15:15 - 16:15","THE PARK STAGE","SATURDAY","15:15","16:15",2022-07-02,"SAMPA THE GREAT",4,108,"end_datetime",2022-07-02 16:15:00
"SQUID","16:45 - 17:45","THE PARK STAGE","SATURDAY","16:45","17:45",2022-07-02,"SQUID",5,109,"start_datetime",2022-07-02 16:45:00
"SQUID","16:45 - 17:45","THE PARK STAGE","SATURDAY","16:45","17:45",2022-07-02,"SQUID",5,109,"end_datetime",2022-07-02 17:45:00
"BIG THIEF","18:15 - 19:15","THE PARK STAGE","SATURDAY","18:15","19:15",2022-07-02,"BIG THIEF",6,110,"start_datetime",2022-07-02 18:15:00
"BIG THIEF","18:15 - 19:15","THE PARK STAGE","SATURDAY","18:15","19:15",2022-07-02,"BIG THIEF",6,110,"end_datetime",2022-07-02 19:15:00
"THE AVALANCHES","19:45 - 20:45","THE PARK STAGE","SATURDAY","19:45","20:45",2022-07-02,"THE AVALANCHES",7,111,"start_datetime",2022-07-02 19:45:00
"THE AVALANCHES","19:45 - 20:45","THE PARK STAGE","SATURDAY","19:45","20:45",2022-07-02,"THE AVALANCHES",7,111,"end_datetime",2022-07-02 20:45:00
"MITSKI","21:15 - 22:15","THE PARK STAGE","SATURDAY","21:15","22:15",2022-07-02,"MITSKI",8,112,"start_datetime",2022-07-02 21:15:00
"MITSKI","21:15 - 22:15","THE PARK STAGE","SATURDAY","21:15","22:15",2022-07-02,"MITSKI",8,112,"end_datetime",2022-07-02 22:15:00
"JESSIE WARE","23:00 - 00:15","THE PARK STAGE","SATURDAY","23:00","00:15",2022-07-02,"JESSIE WARE",9,113,"start_datetime",2022-07-02 23:00:00
"JESSIE WARE","23:00 - 00:15","THE PARK STAGE","SATURDAY","23:00","00:15",2022-07-02,"JESSIE WARE",9,113,"end_datetime",2022-07-03 00:15:00
"DEEP THROAT CHOIR","11:30 - 12:15","THE PARK STAGE","SUNDAY","11:30","12:15",2022-07-03,"DEEP THROAT CHOIR",1,114,"start_datetime",2022-07-03 11:30:00
"DEEP THROAT CHOIR","11:30 - 12:15","THE PARK STAGE","SUNDAY","11:30","12:15",2022-07-03,"DEEP THROAT CHOIR",1,114,"end_datetime",2022-07-03 12:15:00
"BIG JOANIE","12:45 - 13:30","THE PARK STAGE","SUNDAY","12:45","13:30",2022-07-03,"BIG JOANIE",2,115,"start_datetime",2022-07-03 12:45:00
"BIG JOANIE","12:45 - 13:30","THE PARK STAGE","SUNDAY","12:45","13:30",2022-07-03,"BIG JOANIE",2,115,"end_datetime",2022-07-03 13:30:00
"WARMDUSCHER","14:00 - 14:45","THE PARK STAGE","SUNDAY","14:00","14:45",2022-07-03,"WARMDUSCHER",3,116,"start_datetime",2022-07-03 14:00:00
"WARMDUSCHER","14:00 - 14:45","THE PARK STAGE","SUNDAY","14:00","14:45",2022-07-03,"WARMDUSCHER",3,116,"end_datetime",2022-07-03 14:45:00
"CATE LE BON","15:15 - 16:00","THE PARK STAGE","SUNDAY","15:15","16:00",2022-07-03,"CATE LE BON",4,117,"start_datetime",2022-07-03 15:15:00
"CATE LE BON","15:15 - 16:00","THE PARK STAGE","SUNDAY","15:15","16:00",2022-07-03,"CATE LE BON",4,117,"end_datetime",2022-07-03 16:00:00
"CAROLINE POLACHEK","16:30 - 17:30","THE PARK STAGE","SUNDAY","16:30","17:30",2022-07-03,"CAROLINE POLACHEK",5,118,"start_datetime",2022-07-03 16:30:00
"CAROLINE POLACHEK","16:30 - 17:30","THE PARK STAGE","SUNDAY","16:30","17:30",2022-07-03,"CAROLINE POLACHEK",5,118,"end_datetime",2022-07-03 17:30:00
"TBC","18:15 - 19:15","THE PARK STAGE","SUNDAY","18:15","19:15",2022-07-03,"TBC",6,119,"start_datetime",2022-07-03 18:15:00
"TBC","18:15 - 19:15","THE PARK STAGE","SUNDAY","18:15","19:15",2022-07-03,"TBC",6,119,"end_datetime",2022-07-03 19:15:00
"JARV IS","19:45 - 20:45","THE PARK STAGE","SUNDAY","19:45","20:45",2022-07-03,"JARV IS",7,120,"start_datetime",2022-07-03 19:45:00
"JARV IS","19:45 - 20:45","THE PARK STAGE","SUNDAY","19:45","20:45",2022-07-03,"JARV IS",7,120,"end_datetime",2022-07-03 20:45:00
"COURTNEY BARNETT","21:15 - 22:30","THE PARK STAGE","SUNDAY","21:15","22:30",2022-07-03,"COURTNEY BARNETT",8,121,"start_datetime",2022-07-03 21:15:00
"COURTNEY BARNETT","21:15 - 22:30","THE PARK STAGE","SUNDAY","21:15","22:30",2022-07-03,"COURTNEY BARNETT",8,121,"end_datetime",2022-07-03 22:30:00
"NOVELTY ISLAND","12:00 - 12:30","ACOUSTIC STAGE","FRIDAY","12:00","12:30",2022-07-01,"NOVELTY ISLAND",1,122,"start_datetime",2022-07-01 12:00:00
"NOVELTY ISLAND","12:00 - 12:30","ACOUSTIC STAGE","FRIDAY","12:00","12:30",2022-07-01,"NOVELTY ISLAND",1,122,"end_datetime",2022-07-01 12:30:00
"ROSEANNE REID","12:45 - 13:25","ACOUSTIC STAGE","FRIDAY","12:45","13:25",2022-07-01,"ROSEANNE REID",2,123,"start_datetime",2022-07-01 12:45:00
"ROSEANNE REID","12:45 - 13:25","ACOUSTIC STAGE","FRIDAY","12:45","13:25",2022-07-01,"ROSEANNE REID",2,123,"end_datetime",2022-07-01 13:25:00
"PAVEY ARK","13:40 - 14:20","ACOUSTIC STAGE","FRIDAY","13:40","14:20",2022-07-01,"PAVEY ARK",3,124,"start_datetime",2022-07-01 13:40:00
"PAVEY ARK","13:40 - 14:20","ACOUSTIC STAGE","FRIDAY","13:40","14:20",2022-07-01,"PAVEY ARK",3,124,"end_datetime",2022-07-01 14:20:00
"IRISH MYTHEN","14:30 - 15:10","ACOUSTIC STAGE","FRIDAY","14:30","15:10",2022-07-01,"IRISH MYTHEN",4,125,"start_datetime",2022-07-01 14:30:00
"IRISH MYTHEN","14:30 - 15:10","ACOUSTIC STAGE","FRIDAY","14:30","15:10",2022-07-01,"IRISH MYTHEN",4,125,"end_datetime",2022-07-01 15:10:00
"THE MARIACHIS","15:30 - 16:10","ACOUSTIC STAGE","FRIDAY","15:30","16:10",2022-07-01,"THE MARIACHIS",5,126,"start_datetime",2022-07-01 15:30:00
"THE MARIACHIS","15:30 - 16:10","ACOUSTIC STAGE","FRIDAY","15:30","16:10",2022-07-01,"THE MARIACHIS",5,126,"end_datetime",2022-07-01 16:10:00
"MARY COUGHLAN","16:25 - 17:05","ACOUSTIC STAGE","FRIDAY","16:25","17:05",2022-07-01,"MARY COUGHLAN",6,127,"start_datetime",2022-07-01 16:25:00
"MARY COUGHLAN","16:25 - 17:05","ACOUSTIC STAGE","FRIDAY","16:25","17:05",2022-07-01,"MARY COUGHLAN",6,127,"end_datetime",2022-07-01 17:05:00
"BRIAN KENNEDY","17:25 - 18:10","ACOUSTIC STAGE","FRIDAY","17:25","18:10",2022-07-01,"BRIAN KENNEDY",7,128,"start_datetime",2022-07-01 17:25:00
"BRIAN KENNEDY","17:25 - 18:10","ACOUSTIC STAGE","FRIDAY","17:25","18:10",2022-07-01,"BRIAN KENNEDY",7,128,"end_datetime",2022-07-01 18:10:00
"HOTHOUSE FLOWERS","18:30 - 19:30","ACOUSTIC STAGE","FRIDAY","18:30","19:30",2022-07-01,"HOTHOUSE FLOWERS",8,129,"start_datetime",2022-07-01 18:30:00
"HOTHOUSE FLOWERS","18:30 - 19:30","ACOUSTIC STAGE","FRIDAY","18:30","19:30",2022-07-01,"HOTHOUSE FLOWERS",8,129,"end_datetime",2022-07-01 19:30:00
"THE UNDERTONES","20:00 - 21:00","ACOUSTIC STAGE","FRIDAY","20:00","21:00",2022-07-01,"THE UNDERTONES",9,130,"start_datetime",2022-07-01 20:00:00
"THE UNDERTONES","20:00 - 21:00","ACOUSTIC STAGE","FRIDAY","20:00","21:00",2022-07-01,"THE UNDERTONES",9,130,"end_datetime",2022-07-01 21:00:00
"PAUL HEATON & JACQUI ABBOTT","21:30 - 23:00","ACOUSTIC STAGE","FRIDAY","21:30","23:00",2022-07-01,"PAUL HEATON & JACQUI",10,131,"start_datetime",2022-07-01 21:30:00
"PAUL HEATON & JACQUI ABBOTT","21:30 - 23:00","ACOUSTIC STAGE","FRIDAY","21:30","23:00",2022-07-01,"PAUL HEATON & JACQUI",10,131,"end_datetime",2022-07-01 23:00:00
"TOM WEBBER BEST DEMO OF THE YEAR","12:00 - 12:30","ACOUSTIC STAGE","SATURDAY","12:00","12:30",2022-07-02,"TOM WEBBER BEST DEMO",1,132,"start_datetime",2022-07-02 12:00:00
"TOM WEBBER BEST DEMO OF THE YEAR","12:00 - 12:30","ACOUSTIC STAGE","SATURDAY","12:00","12:30",2022-07-02,"TOM WEBBER BEST DEMO",1,132,"end_datetime",2022-07-02 12:30:00
"49TH & MAIN","12:45 - 13:25","ACOUSTIC STAGE","SATURDAY","12:45","13:25",2022-07-02,"49TH & MAIN",2,133,"start_datetime",2022-07-02 12:45:00
"49TH & MAIN","12:45 - 13:25","ACOUSTIC STAGE","SATURDAY","12:45","13:25",2022-07-02,"49TH & MAIN",2,133,"end_datetime",2022-07-02 13:25:00
"KATHERINE PRIDDY","13:40 - 14:20","ACOUSTIC STAGE","SATURDAY","13:40","14:20",2022-07-02,"KATHERINE PRIDDY",3,134,"start_datetime",2022-07-02 13:40:00
"KATHERINE PRIDDY","13:40 - 14:20","ACOUSTIC STAGE","SATURDAY","13:40","14:20",2022-07-02,"KATHERINE PRIDDY",3,134,"end_datetime",2022-07-02 14:20:00
"LAURA VEIRS","14:30 - 15:10","ACOUSTIC STAGE","SATURDAY","14:30","15:10",2022-07-02,"LAURA VEIRS",4,135,"start_datetime",2022-07-02 14:30:00
"LAURA VEIRS","14:30 - 15:10","ACOUSTIC STAGE","SATURDAY","14:30","15:10",2022-07-02,"LAURA VEIRS",4,135,"end_datetime",2022-07-02 15:10:00
"GRAINNE DUFFY","15:30 - 16:15","ACOUSTIC STAGE","SATURDAY","15:30","16:15",2022-07-02,"GRAINNE DUFFY",5,136,"start_datetime",2022-07-02 15:30:00
"GRAINNE DUFFY","15:30 - 16:15","ACOUSTIC STAGE","SATURDAY","15:30","16:15",2022-07-02,"GRAINNE DUFFY",5,136,"end_datetime",2022-07-02 16:15:00
"CHRIS DIFFORD","16:30 - 17:15","ACOUSTIC STAGE","SATURDAY","16:30","17:15",2022-07-02,"CHRIS DIFFORD",6,137,"start_datetime",2022-07-02 16:30:00
"CHRIS DIFFORD","16:30 - 17:15","ACOUSTIC STAGE","SATURDAY","16:30","17:15",2022-07-02,"CHRIS DIFFORD",6,137,"end_datetime",2022-07-02 17:15:00
"TONY CHRISTIE","17:30 - 18:15","ACOUSTIC STAGE","SATURDAY","17:30","18:15",2022-07-02,"TONY CHRISTIE",7,138,"start_datetime",2022-07-02 17:30:00
"TONY CHRISTIE","17:30 - 18:15","ACOUSTIC STAGE","SATURDAY","17:30","18:15",2022-07-02,"TONY CHRISTIE",7,138,"end_datetime",2022-07-02 18:15:00
"SCOUTING FOR GIRLS","18:30 - 19:30","ACOUSTIC STAGE","SATURDAY","18:30","19:30",2022-07-02,"SCOUTING FOR GIRLS",8,139,"start_datetime",2022-07-02 18:30:00
"SCOUTING FOR GIRLS","18:30 - 19:30","ACOUSTIC STAGE","SATURDAY","18:30","19:30",2022-07-02,"SCOUTING FOR GIRLS",8,139,"end_datetime",2022-07-02 19:30:00
"RICHARD THOMPSON","20:00 - 21:00","ACOUSTIC STAGE","SATURDAY","20:00","21:00",2022-07-02,"RICHARD THOMPSON",9,140,"start_datetime",2022-07-02 20:00:00
"RICHARD THOMPSON","20:00 - 21:00","ACOUSTIC STAGE","SATURDAY","20:00","21:00",2022-07-02,"RICHARD THOMPSON",9,140,"end_datetime",2022-07-02 21:00:00
"THE WATERBOYS","21:30 - 23:00","ACOUSTIC STAGE","SATURDAY","21:30","23:00",2022-07-02,"THE WATERBOYS",10,141,"start_datetime",2022-07-02 21:30:00
"THE WATERBOYS","21:30 - 23:00","ACOUSTIC STAGE","SATURDAY","21:30","23:00",2022-07-02,"THE WATERBOYS",10,141,"end_datetime",2022-07-02 23:00:00
"MEGAN MCKENNA","12:00 - 12:30","ACOUSTIC STAGE","SUNDAY","12:00","12:30",2022-07-03,"MEGAN MCKENNA",1,142,"start_datetime",2022-07-03 12:00:00
"MEGAN MCKENNA","12:00 - 12:30","ACOUSTIC STAGE","SUNDAY","12:00","12:30",2022-07-03,"MEGAN MCKENNA",1,142,"end_datetime",2022-07-03 12:30:00
"LEWIS MCLAUGHLIN EMERGING TALENT COMPETITION WINNER","12:45 - 13:25","ACOUSTIC STAGE","SUNDAY","12:45","13:25",2022-07-03,"LEWIS MCLAUGHLIN EME",2,143,"start_datetime",2022-07-03 12:45:00
"LEWIS MCLAUGHLIN EMERGING TALENT COMPETITION WINNER","12:45 - 13:25","ACOUSTIC STAGE","SUNDAY","12:45","13:25",2022-07-03,"LEWIS MCLAUGHLIN EME",2,143,"end_datetime",2022-07-03 13:25:00
"CHLOE FOY","13:40 - 14:20","ACOUSTIC STAGE","SUNDAY","13:40","14:20",2022-07-03,"CHLOE FOY",3,144,"start_datetime",2022-07-03 13:40:00
"CHLOE FOY","13:40 - 14:20","ACOUSTIC STAGE","SUNDAY","13:40","14:20",2022-07-03,"CHLOE FOY",3,144,"end_datetime",2022-07-03 14:20:00
"ERROL LINTON","14:30 - 15:10","ACOUSTIC STAGE","SUNDAY","14:30","15:10",2022-07-03,"ERROL LINTON",4,145,"start_datetime",2022-07-03 14:30:00
"ERROL LINTON","14:30 - 15:10","ACOUSTIC STAGE","SUNDAY","14:30","15:10",2022-07-03,"ERROL LINTON",4,145,"end_datetime",2022-07-03 15:10:00
"DAMIEN DEMPSEY","15:30 - 16:15","ACOUSTIC STAGE","SUNDAY","15:30","16:15",2022-07-03,"DAMIEN DEMPSEY",5,146,"start_datetime",2022-07-03 15:30:00
"DAMIEN DEMPSEY","15:30 - 16:15","ACOUSTIC STAGE","SUNDAY","15:30","16:15",2022-07-03,"DAMIEN DEMPSEY",5,146,"end_datetime",2022-07-03 16:15:00
"TERRY REID","16:30 - 17:15","ACOUSTIC STAGE","SUNDAY","16:30","17:15",2022-07-03,"TERRY REID",6,147,"start_datetime",2022-07-03 16:30:00
"TERRY REID","16:30 - 17:15","ACOUSTIC STAGE","SUNDAY","16:30","17:15",2022-07-03,"TERRY REID",6,147,"end_datetime",2022-07-03 17:15:00
"FISHERMAN'S FRIENDS","17:30 - 18:15","ACOUSTIC STAGE","SUNDAY","17:30","18:15",2022-07-03,"FISHERMAN'S FRIENDS",7,148,"start_datetime",2022-07-03 17:30:00
"FISHERMAN'S FRIENDS","17:30 - 18:15","ACOUSTIC STAGE","SUNDAY","17:30","18:15",2022-07-03,"FISHERMAN'S FRIENDS",7,148,"end_datetime",2022-07-03 18:15:00
"THE BOOTLEG BEATLES","18:30 - 19:30","ACOUSTIC STAGE","SUNDAY","18:30","19:30",2022-07-03,"THE BOOTLEG BEATLES",8,149,"start_datetime",2022-07-03 18:30:00
"THE BOOTLEG BEATLES","18:30 - 19:30","ACOUSTIC STAGE","SUNDAY","18:30","19:30",2022-07-03,"THE BOOTLEG BEATLES",8,149,"end_datetime",2022-07-03 19:30:00
"THE SHIRES","20:00 - 21:00","ACOUSTIC STAGE","SUNDAY","20:00","21:00",2022-07-03,"THE SHIRES",9,150,"start_datetime",2022-07-03 20:00:00
"THE SHIRES","20:00 - 21:00","ACOUSTIC STAGE","SUNDAY","20:00","21:00",2022-07-03,"THE SHIRES",9,150,"end_datetime",2022-07-03 21:00:00
"SUZANNE VEGA","21:30 - 23:00","ACOUSTIC STAGE","SUNDAY","21:30","23:00",2022-07-03,"SUZANNE VEGA",10,151,"start_datetime",2022-07-03 21:30:00
"SUZANNE VEGA","21:30 - 23:00","ACOUSTIC STAGE","SUNDAY","21:30","23:00",2022-07-03,"SUZANNE VEGA",10,151,"end_datetime",2022-07-03 23:00:00
"HOBO JONES & THE JUNKYARD DOGS","13:00 - 13:50","AVALON STAGE","FRIDAY","13:00","13:50",2022-07-01,"HOBO JONES & THE JUN",1,152,"start_datetime",2022-07-01 13:00:00
"HOBO JONES & THE JUNKYARD DOGS","13:00 - 13:50","AVALON STAGE","FRIDAY","13:00","13:50",2022-07-01,"HOBO JONES & THE JUN",1,152,"end_datetime",2022-07-01 13:50:00
"BASKERY","14:15 - 15:10","AVALON STAGE","FRIDAY","14:15","15:10",2022-07-01,"BASKERY",2,153,"start_datetime",2022-07-01 14:15:00
"BASKERY","14:15 - 15:10","AVALON STAGE","FRIDAY","14:15","15:10",2022-07-01,"BASKERY",2,153,"end_datetime",2022-07-01 15:10:00
